la tortuga				the turtle					noun	f		6	17281596	Animals Level06
el ratón				the mouse					noun	m		6	17435051	Animals Level06
el cerdo				the pig					noun	m		6	17435055	Animals Level06
el toro				the bull					noun	m		6	17435060	Animals Level06
el mono				the monkey					noun	m		6	17435061	Animals Level06
el conejo				the rabbit					noun	m		6	17435065	Animals Level06
el león				the lion					noun	m		6	17435067	Animals Level06
mi				my								7	17292290	Level07 Possessives
tu				your					pronoun possessive	n/a		7	17292293	Level07 Possessives
su				his / her / your (ud.)								7	17292692	Level07 Possessives
nuestro		nuestra		our					possesive adjective/pronoun	masculine		7	17292518	Level07 Possessives
mío				mine					possesive adjective	masculine		7	17292630	Level07 Possessives
tuyo				yours					pronoun	m		7	17292636	Level07 Possessives
suyo				his / hers / yours (ud.)		his, hers, yours						7	17292690	Level07 Possessives
el abrigo				the coat					noun	m		8	17294086	Clothing Level08
la camisa				the shirt				Lah cah-MI-sah	noun	f		8	17294089	Clothing Level08
la falda				the skirt					noun	f		8	17294094	Clothing Level08
la media				the stockings								8	17294103	Clothing Level08
el pantalón				the pants					noun	m		8	17294106	Clothing Level08
la ropa				the clothes					noun	f		8	17294113	Clothing Level08
el sombrero				the hat					noun	m		8	17294118	Clothing Level08
el vestido				the dress					noun	m		8	17294121	Clothing Level08
el zapato				the shoe					noun	m		8	17294123	Clothing Level08
el calcetín			un calcetin	the sock								8	17457949	Clothing Level08
la corbata				the tie					noun	f		8	17457950	Clothing Level08
el traje				the suit					noun	m		8	17457951	Clothing Level08
la bota				the boot					noun	f		8	17457953	Clothing Level08
el suéter				the sweater								8	17457954	Clothing Level08
el cinturón				the belt					noun	masculine		8	17457959	Clothing Level08
púrpura				purple	purple (de color)				adjective			8	110890830	Clothing Level08
marrón				brown	café, coffee (color)				noun			8	110890978	Clothing Level08
las gafas				the glasses (eyewear)		the glasses						8	17457967	Clothing Level08
la chaqueta				the jacket					noun	f		8	110891015	Clothing Level08
azul				blue					adjective	m/f		8	17514880	Clothing Level08
blanco				white					adjective	m		8	17514881	Clothing Level08
negro				black					adjective	m		8	17514884	Clothing Level08
rojo				red					adjective	m		8	17514886	Clothing Level08
verde				green					adjective	m/f		8	17514888	Clothing Level08
amarillo				yellow					adjective	m		8	17514890	Clothing Level08
el color				the color								8	17514925	Clothing Level08
gris				grey								8	17514955	Clothing Level08
naranja				orange					adjective			8	17281385	Clothing Level08
qué				what? (q..)					pronoun			9	17515378	Level09 Questions
por qué				why?								9	17515385	Level09 Questions
porque				because					conjunction	N/A		9	17515387	Level09 Questions
cuáles			cual	which (plural)		which						9	17515388	Level09 Questions
quién				who?					pronoun	N/A		9	17515389	Level09 Questions
cómo			como?	how?					adverb	N/A		9	17515394	Level09 Questions
cuánto			cuanto/a	how much?					pronoun	m		9	17557809	Level09 Questions
cuándo				when?					adverb	N/A		9	17557824	Level09 Questions
la pregunta				the question			question (not cuestion)		noun			9	17557978	Level09 Questions
cuál				what (c..), which (sing.)		what, which						9	17576677	Level09 Questions
nadar				to swim					verb			10	17576658	Level10 VerbsPresent1
caminar				to walk (c..)					verb			10	17576663	Level10 VerbsPresent1
ver				to see					verb	N/A		10	17576666	Level10 VerbsPresent1
pagar				to pay					verb			10	17576766	Level10 VerbsPresent1
querer				to want					verb			10	17576767	Level10 VerbsPresent1
correr				to run					verb			10	17576768	Level10 VerbsPresent1
ir				to go					verb			10	17576771	Level10 VerbsPresent1
dormir				to sleep					verb	N/A		10	17576776	Level10 VerbsPresent1
tener				to have (t..)					verb			10	17576777	Level10 VerbsPresent1
poder				to be able to, can								10	17576780	Level10 VerbsPresent1
oír				to hear					verb	N/A		10	17576785	Level10 VerbsPresent1
hacer				to do, to make					verb			10	17576786	Level10 VerbsPresent1
tocar				to touch					verb			10	17576792	Level10 VerbsPresent1
si				if					conjunction			11	17637350	Food2 Level11
aunque				although, even though		although, even though			conjunction			11	17637351	Food2 Level11
mientras				while					conjunction	N/A		11	17637355	Food2 Level11
y				and					conjuction	N/A		11	17637357	Food2 Level11
ni				nor								11	17637360	Food2 Level11
o				or					conjunction	N/A		11	17637361	Food2 Level11
que				that (conj.)					conjunction			11	17637367	Food2 Level11
pero				but (p..)					conjunction			11	17637369	Food2 Level11
sino				but (s..)					conjunction			11	17781552	Food2 Level11
el aceite				the oil								11	21441810	Food2 Level11
la ensalada				the salad	der Salat, the salad							11	110891590	Food2 Level11
el ajo				the garlic	the garlic				noun			11	110891710	Food2 Level11
la mantequilla				the butter	die Butter, the butter				noun	f		11	110891741	Food2 Level11
la zanahoria				the carrot	die Karotte, the carrot				noun	f		11	110891812	Food2 Level11
la lechuga				the lettuce								11	110891859	Food2 Level11
la uva				the grape	die Traube, grapes				noun	feminine		11	110891909	Food2 Level11
la piña				the pineapple	die Anananas, ананас, pine-apple			Lah PI-nyah	noun	f		11	110891944	Food2 Level11
el pastel				the cake					noun	m		11	110892003	Food2 Level11
el banano		el plátano		the banana	banana tree				noun	m		11	110892021	Food2 Level11
la pimienta				the pepper	pepper (salt), pepper (spice), der Pfeffer, black pepper, ground pepper				noun	f		11	110892372	Food2 Level11
el hongo				the mushroom, the fungus					noun	m		11	110892167	Food2 Level11
el atún				the tuna	the tuna				noun	m		11	110892410	Food2 Level11
el maíz				the corn					noun	m		11	110892422	Food2 Level11
el pavo				the turkey	peacock, turckey, turkey (meat)				noun	m		11	110892461	Food2 Level11
el hielo				the ice					noun	m		11	110892477	Food2 Level11
el abuelo				the grandfather				ah bway low	noun	masculine		12	18089565	FamilyPart1 Level12
el bebé				the baby					noun	m		12	18089572	FamilyPart1 Level12
el esposo				the husband (e..)					noun	m		12	18089576	FamilyPart1 Level12
la familia				the family					noun	f		12	18089581	FamilyPart1 Level12
el hermano				the brother					noun			12	17433057	FamilyPart1 Level12
el hijo				the son					noun	m		12	18089642	FamilyPart1 Level12
la madre				the mother					noun	feminine		12	18089648	FamilyPart1 Level12
la mamá				the mom					noun			12	18089654	FamilyPart1 Level12
el marido				the husband (m..)					noun			12	18089679	FamilyPart1 Level12
el novio				the boyfriend					noun	m		12	18089683	FamilyPart1 Level12
el padre				the father					noun	masculine		12	17433105	FamilyPart1 Level12
el papá				the dad					noun	masculine		12	18089788	FamilyPart1 Level12
el primo				the cousin					noun	m		12	18089807	FamilyPart1 Level12
el tío				the uncle					noun	masculine		12	18089821	FamilyPart1 Level12
a				to					preposition			13	17813921	FamilyPart2 Level13
al				to the					preposition	masculine		13	17813922	FamilyPart2 Level13
acerca				about (on the subject of)					preposition			13	17813924	FamilyPart2 Level13
bajo				under					preposition			13	17813926	FamilyPart2 Level13
cerca				near					preposition			13	17813930	FamilyPart2 Level13
con				with					preposition	N/A		13	17813931	FamilyPart2 Level13
contra				against					preposition			13	17813934	FamilyPart2 Level13
de				of					preposition	N/A		13	17433031	FamilyPart2 Level13
del				of the					preposition	m		13	17813936	FamilyPart2 Level13
durante				during					preposition	N/A		13	17813940	FamilyPart2 Level13
en				in					preposition	N/A		13	17813941	FamilyPart2 Level13
entre				among, between		among, between			preposition			13	17813943	FamilyPart2 Level13
hacia				towards					preposition	N/A		13	17813944	FamilyPart2 Level13
para				for					preposition			13	17813949	FamilyPart2 Level13
según			segun, de acuerdo a	according to								13	17813957	FamilyPart2 Level13
sin				without					preposition	N/A		13	17813968	FamilyPart2 Level13
sobre				on, about (s..)					preposition			13	17813969	FamilyPart2 Level13
por				on (p..)			per, fur		preposition			13	17981940	FamilyPart2 Level13
alto				tall (a..)					adjective			14	18112971	Level14 Sizes
bajo				low, short (b..)								14	21638987	Level14 Sizes
corto				short (c..)					adjective			14	18113108	Level14 Sizes
enorme				huge					adjective			14	18128921	Level14 Sizes
grande				big					adjective			14	18113123	Level14 Sizes
largo				long					adjective	m		14	18113157	Level14 Sizes
pequeño			prequeno	small					adjective			14	18173160	Level14 Sizes
el tamaño				the size					noun			14	18113180	Level14 Sizes
el baño			el (cuarto de) bano	the bathroom								15	18190557	HouseholdPart1 Level15
la cama				the bed					noun	f		15	18190561	HouseholdPart1 Level15
la cartera				the wallet / the purse								15	18190704	HouseholdPart1 Level15
el cepillo				the brush					noun	m		15	18190948	HouseholdPart1 Level15
la cocina				the kitchen					noun	f		15	18192052	HouseholdPart1 Level15
la cuchara				the spoon					noun	f		15	18192062	HouseholdPart1 Level15
el cuchillo				the knife					noun	m		15	18192074	HouseholdPart1 Level15
la cuna				the crib								15	18192078	HouseholdPart1 Level15
el dormitorio				the bedroom					noun	m		15	18192096	HouseholdPart1 Level15
la escalera				the ladder								15	18192106	HouseholdPart1 Level15
el escritorio				the desk					noun	m		15	18192114	HouseholdPart1 Level15
el espejo				the mirror					noun	m		15	18192119	HouseholdPart1 Level15
la esponja				the sponge					noun	f		15	18192126	HouseholdPart1 Level15
la habitación				the room (h..)								15	18192129	HouseholdPart1 Level15
el horno				the oven					noun	m		15	18192133	HouseholdPart1 Level15
el jabón				the soap					noun	m		15	18192140	HouseholdPart1 Level15
la lámpara				the lamp					noun	f		15	18192145	HouseholdPart1 Level15
la lavadora				the washing machine					noun	f		15	18192150	HouseholdPart1 Level15
limpiar				to clean					verb			15	18192155	HouseholdPart1 Level15
la mesa				the table					noun	f		15	18192162	HouseholdPart1 Level15
el paraguas				the umbrella					noun	m		16	18192172	HouseholdPart2 Level16
la pared				the wall								16	18192178	HouseholdPart2 Level16
la piscina				the pool								16	18192284	HouseholdPart2 Level16
el piso				the floor								16	18192294	HouseholdPart2 Level16
el plato				the plate								16	18192297	HouseholdPart2 Level16
la puerta				the door			die Tur					16	18192301	HouseholdPart2 Level16
la rasuradora				the razor								16	18192312	HouseholdPart2 Level16
el refrigerador				the refrigerator					noun	m		16	18192330	HouseholdPart2 Level16
la sábana				the bed sheet								16	18192753	HouseholdPart2 Level16
la sartén	el sartén			the frying pan								16	18205668	HouseholdPart2 Level16
la secadora				the dryer			der (Wasche-)Trockner		noun	f		16	18205674	HouseholdPart2 Level16
la silla				the chair					noun	f		16	18205727	HouseholdPart2 Level16
el sofá				the sofa					noun	m		16	18205729	HouseholdPart2 Level16
el sótano				the basement					noun	m		16	18205732	HouseholdPart2 Level16
la taza				the cup (t..)			filizanka					16	18205737	HouseholdPart2 Level16
el techo				the ceiling, roof		the ceiling, the roof						16	18205746	HouseholdPart2 Level16
el teléfono				the phone								16	18205748	HouseholdPart2 Level16
la televisión				the television					noun	f		16	18205752	HouseholdPart2 Level16
el vaso				the glass								16	18205756	HouseholdPart2 Level16
la ventana				the window					noun	f		16	18205758	HouseholdPart2 Level16
el abogado				the lawyer					noun	m/f		17	18135448	Level17 OccupationsPart1
el actor				the actor					noun	m		17	18135452	Level17 OccupationsPart1
el agente				the agent								17	18135468	Level17 OccupationsPart1
el artista				the artist								17	18135472	Level17 OccupationsPart1
el atleta				the athlete								17	18135475	Level17 OccupationsPart1
el autor				the author					noun	m		17	18135477	Level17 OccupationsPart1
el cajero				the cashier					noun	m		17	18135481	Level17 OccupationsPart1
el capitán				the captain					noun	masculine		17	18135486	Level17 OccupationsPart1
el carpintero				the carpenter								17	18135489	Level17 OccupationsPart1
el cocinero				the cook								17	18135492	Level17 OccupationsPart1
el comandante				the commander					noun	m/f		17	17433026	Level17 OccupationsPart1
el conductor			chofer	the driver					noun	m		17	18135499	Level17 OccupationsPart1
el coronel				the colonel								17	18135502	Level17 OccupationsPart1
el doctor				the doctor (d..)								17	18135505	Level17 OccupationsPart1
el dueño				the owner					noun	m		17	18135507	Level17 OccupationsPart1
el empleado				the employee					noun	m		17	18135513	Level17 OccupationsPart1
el empresario				the businessman					noun	m		17	18135516	Level17 OccupationsPart1
el enfermero				the nurse								17	18135533	Level17 OccupationsPart1
la especialidad				the specialty								17	18135538	Level17 OccupationsPart1
el especialista				the specialist								17	18135543	Level17 OccupationsPart1
el estudiante				the student								17	18135545	Level17 OccupationsPart1
el granjero				the farmer					noun	m		18	18135551	Level18 OccupationsPart2
el guardia				the guard								18	18135556	Level18 OccupationsPart2
el ingeniero				the engineer					noun	m		18	18135562	Level18 OccupationsPart2
el jefe				the boss					noun	m		18	18135567	Level18 OccupationsPart2
el juez				the judge					noun	m		18	18135573	Level18 OccupationsPart2
el maestro				the teacher								18	17434770	Level18 OccupationsPart2
el mesero				the waiter					noun	m		18	18135587	Level18 OccupationsPart2
el panadero				the baker					noun	m		18	18135590	Level18 OccupationsPart2
el periodista				the journalist								18	18135593	Level18 OccupationsPart2
el pintor				the painter					noun	m		18	18135596	Level18 OccupationsPart2
el poeta				the poet								18	18135597	Level18 OccupationsPart2
la policía				the police								18	18135601	Level18 OccupationsPart2
el príncipe				the prince					noun	m		18	18135605	Level18 OccupationsPart2
la profesión				the profession					noun	f		18	18135608	Level18 OccupationsPart2
el profesor			el catedratico	the professor								18	17434778	Level18 OccupationsPart2
el rey				the king					noun	m		18	17435080	Level18 OccupationsPart2
la reina				the queen					noun	f		18	18135618	Level18 OccupationsPart2
el sacerdote				the priest					noun	m		18	18135622	Level18 OccupationsPart2
el secretario				the secretary					noun	m		18	18135626	Level18 OccupationsPart2
el soldado				the soldier								18	18135629	Level18 OccupationsPart2
el trabajo				the job					noun	m		18	18135640	Level18 OccupationsPart2
abril				April					noun	m		19	17835188	DatesAndTimePart1 Level19
agosto				August					noun	masculine		19	17835189	DatesAndTimePart1 Level19
el año				the year					noun	m		19	17835190	DatesAndTimePart1 Level19
anoche				last night					adverb			19	17835192	DatesAndTimePart1 Level19
ayer				yesterday					adverb	N/A		19	17835193	DatesAndTimePart1 Level19
el calendario				the calender					noun			19	17835197	DatesAndTimePart1 Level19
la cita				the appointment					noun			19	17835202	DatesAndTimePart1 Level19
el cumpleaños				the birthday					noun	m		19	17835207	DatesAndTimePart1 Level19
desde				since					preposition			19	17835211	DatesAndTimePart1 Level19
el día			dia	the day					noun			19	17513871	DatesAndTimePart1 Level19
diciembre				December					noun	m		19	17835215	DatesAndTimePart1 Level19
domingo				Sunday					noun			19	17835217	DatesAndTimePart1 Level19
enero				January					noun			19	17835219	DatesAndTimePart1 Level19
la estación				the season (e..)					noun			19	17835222	DatesAndTimePart1 Level19
febrero				February					noun			19	17835223	DatesAndTimePart1 Level19
la fecha			el datil	the date					noun			19	17835224	DatesAndTimePart1 Level19
la fiesta			reventon, un partido politico	the party					noun	f		19	17835225	DatesAndTimePart1 Level19
hasta				until					preposition	N/A		19	17835226	DatesAndTimePart1 Level19
la hora				the hour					noun	f		19	17835227	DatesAndTimePart1 Level19
hoy				today					adverb	N/A		19	17835228	DatesAndTimePart1 Level19
el invierno				the winter					noun	m		19	17835230	DatesAndTimePart1 Level19
jueves				Thursday					noun			19	17835232	DatesAndTimePart1 Level19
julio				July					noun	m		19	17835235	DatesAndTimePart1 Level19
junio				June					noun	m		19	17835236	DatesAndTimePart1 Level19
lunes				Monday					noun			19	17835238	DatesAndTimePart1 Level19
la madrugada				the dawn					noun			20	17835330	DatesAndTimePart2 Level20
mañana				tomorrow					adverb			20	17835335	DatesAndTimePart2 Level20
martes				Tuesday					noun			20	17835338	DatesAndTimePart2 Level20
marzo				March					noun	masculine		20	17835343	DatesAndTimePart2 Level20
mayo				May					noun	m		20	17835347	DatesAndTimePart2 Level20
el mediodía				the noon					noun			20	17835352	DatesAndTimePart2 Level20
el mes				the month					noun	m		20	17835356	DatesAndTimePart2 Level20
miércoles				Wednesday					noun			20	17835359	DatesAndTimePart2 Level20
el minuto				the minute					noun	m		20	17835362	DatesAndTimePart2 Level20
el momento				the moment					noun	masculine		20	17835364	DatesAndTimePart2 Level20
la noche				the night					noun	f		20	17513917	DatesAndTimePart2 Level20
noviembre				November					noun			20	17835370	DatesAndTimePart2 Level20
octubre				October					noun	masculine		20	17835372	DatesAndTimePart2 Level20
la primavera				the spring					noun			20	17835374	DatesAndTimePart2 Level20
un rato				a while					noun			20	17835381	DatesAndTimePart2 Level20
sábado			el sabado	Saturday			lordag		noun			20	17835384	DatesAndTimePart2 Level20
el segundo				the second					noun			20	17835388	DatesAndTimePart2 Level20
la semana				the week					noun	f		20	17835394	DatesAndTimePart2 Level20
septiembre				September					noun	masculine		20	17835400	DatesAndTimePart2 Level20
la temporada				the season (t..)					noun			20	17998147	DatesAndTimePart2 Level20
las vacaciones				the vacations					noun			20	17835485	DatesAndTimePart2 Level20
a veces				sometimes								20	64335216	DatesAndTimePart2 Level20
el verano				the summer					noun	m		20	17835494	DatesAndTimePart2 Level20
una vez				once					phrase	f		20	17835502	DatesAndTimePart2 Level20
la vez				the time (v..)					noun			20	17835506	DatesAndTimePart2 Level20
viernes				Friday					noun			20	17835509	DatesAndTimePart2 Level20
barato				cheap								21	18595984	Adjectives1Part1 Level21
bilingüe				bilingual					adjective			21	18595985	Adjectives1Part1 Level21
bonito				pretty					adjective	m		21	18595986	Adjectives1Part1 Level21
bueno				good					adjective	m		21	17433023	Adjectives1Part1 Level21
capaz				able								21	18595987	Adjectives1Part1 Level21
caro				expensive					adjective	m		21	18595988	Adjectives1Part1 Level21
cierto			veridico	true (c..)								21	18596054	Adjectives1Part1 Level21
claro				clear								21	18595989	Adjectives1Part1 Level21
diferente				different					adjective	m/f		21	18595990	Adjectives1Part1 Level21
distinto				distinct								21	18595991	Adjectives1Part1 Level21
duro				hard								21	18595992	Adjectives1Part1 Level21
familiar				family, friendly, familiar					adjective	m/f		21	18595993	Adjectives1Part1 Level21
feo				ugly					adjective	m		21	18595994	Adjectives1Part1 Level21
final				final					adjective	m/f		21	18595995	Adjectives1Part1 Level21
fuerte				strong					adjective	m/f		21	18595996	Adjectives1Part1 Level21
histórico				historical					adjective	m		21	18595997	Adjectives1Part1 Level21
importante				important					adjective	N/A		21	18595998	Adjectives1Part1 Level21
imposible				impossible					adjective	m/f		21	18595999	Adjectives1Part1 Level21
inteligente				intelligent					adjective	m/f		21	18596000	Adjectives1Part1 Level21
joven				young					adjective	M/F		21	18596001	Adjectives1Part1 Level21
junto		juntos, junta, juntas		together								21	18596002	Adjectives1Part1 Level21
justo				fair								22	18596003	Adjectives1Part2 Level22
listo				smart, clever, ready								22	104546337	Adjectives1Part2 Level22
local				local					adjective	m/f		22	18596004	Adjectives1Part2 Level22
malo				bad					adjective	m		22	18596005	Adjectives1Part2 Level22
mayor				older								22	18596006	Adjectives1Part2 Level22
mejor				better					adjective	m/f		22	18596007	Adjectives1Part2 Level22
menor				younger (ex. the younger brother)								22	18596008	Adjectives1Part2 Level22
mismo				same (m..)					adjective	masculine		22	18596009	Adjectives1Part2 Level22
natural				natural					adjective	m/f		22	18596010	Adjectives1Part2 Level22
necesario				necessary					adjective	f		22	18596011	Adjectives1Part2 Level22
normal				normal					adjective	m/f		22	18596013	Adjectives1Part2 Level22
nuevo				new					adjective	masculine		22	18596014	Adjectives1Part2 Level22
pasado			ultimo, ultimo, ultima	past								22	18596015	Adjectives1Part2 Level22
peor				worst								22	18596016	Adjectives1Part2 Level22
personal				personal					adjective	m/f		22	18596017	Adjectives1Part2 Level22
plano				flat					adjective	m		22	18596018	Adjectives1Part2 Level22
pobre				poor					adjective	m/f		22	18596019	Adjectives1Part2 Level22
popular			integrisimo, amiguisimo, fuertisimo, sagradisimo, antiguisimo, pobrisimo, riquisimo/pertilisimo, cruelisimo, agrisimo	popular					adjective	m/f		22	18596020	Adjectives1Part2 Level22
posible				possible					adjective	m/f		22	18596021	Adjectives1Part2 Level22
positivo				positive					adjective	m		22	18596022	Adjectives1Part2 Level22
primero				first					adjective	m		22	18596023	Adjectives1Part2 Level22
principal				main								22	18596024	Adjectives1Part2 Level22
profesional				professional					adjective	m/f		23	18596025	Adjectives1Part3 Level23
propio				own					adjective	m		23	18596026	Adjectives1Part3 Level23
próximo				next					adjective	N/A		23	18596028	Adjectives1Part3 Level23
público				public					adjective	m		23	18596029	Adjectives1Part3 Level23
rápido			a todo mamon	fast								23	18596030	Adjectives1Part3 Level23
real				real					adjective	m/f		23	18596031	Adjectives1Part3 Level23
reciente				recent					adjective	m/f		23	18596032	Adjectives1Part3 Level23
responsable				responsible					adjective	m/f		23	18596033	Adjectives1Part3 Level23
rico				rich								23	18596034	Adjectives1Part3 Level23
seguro				safe								23	18596035	Adjectives1Part3 Level23
siguiente				following								23	18596036	Adjectives1Part3 Level23
simple				simple (si..)					adjective	m/f		23	18596037	Adjectives1Part3 Level23
solo				alone								23	108524845	Adjectives1Part3 Level23
sólo			solo, unico.	only (s..o)								23	18596038	Adjectives1Part3 Level23
suficiente				enough (s..)								23	18596039	Adjectives1Part3 Level23
tanto				so much					adjective	m		23, 29	18596040	Adjectives1Part3 AdverbsPart3 Level23 Level29
tradicional				traditional					adjective	m/f		23	18596041	Adjectives1Part3 Level23
último				last (final)								23	18596042	Adjectives1Part3 Level23
único			unico(a)	only, unique								23	18596043	Adjectives1Part3 Level23
útil				useful								23	18596044	Adjectives1Part3 Level23
viejo				old (v..)								23	18596050	Adjectives1Part3 Level23
abrir				to open					verb			24	20930136	Level24 VerbsPresent2Part1
acabar				to finish (a..)	to end, to finish				verb	N/A		24	20930143	Level24 VerbsPresent2Part1
aceptar				to accept				ah-thep-tar'	verb	N/A		24	20930148	Level24 VerbsPresent2Part1
aparecer				to appear					verb			24	20930152	Level24 VerbsPresent2Part1
ayudar				to help					verb			24	20930155	Level24 VerbsPresent2Part1
bajar				to go down					verb			24	20930172	Level24 VerbsPresent2Part1
buscar				to search					verb			24	20930163	Level24 VerbsPresent2Part1
caber				to fit					verb			24	20930230	Level24 VerbsPresent2Part1
cerrar				to close					verb			24	20930240	Level24 VerbsPresent2Part1
comenzar				to begin (c..)	to begin, to start, to commence (not empezar)				verb			24	20930243	Level24 VerbsPresent2Part1
conocer				to know (persons, things), to meet					verb			24	20930247	Level24 VerbsPresent2Part1
contar				to count, to tell	to count, to relate, to tell				verb	N/A		24	20930252	Level24 VerbsPresent2Part1
culpar				to blame					verb			24	20930255	Level24 VerbsPresent2Part1
dar				to give					verb	N/A		24	20930316	Level24 VerbsPresent2Part1
decir				to say					verb			24	20930374	Level24 VerbsPresent2Part1
depender				to depend					verb	N/A		24	20930378	Level24 VerbsPresent2Part1
empezar				to begin (e..)				empezar	verb			24	20930384	Level24 VerbsPresent2Part1
encontrar				to find					verb			24	20930413	Level24 VerbsPresent2Part1
entrar				to enter					verb	N/A		24	20930418	Level24 VerbsPresent2Part1
